status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,classification_clean,quantity_numeric,defect_labeling_error,defect_sterility_breach,defect_container_closure,defect_blister_seal,defect_moisture_ingress,defect_foreign_substance,defect_potency_issues,defect_manufacturing_defect,defect_stability_degradation,defect_documentation_error,defect_cross_contamination,defect_packaging_defect,defect_tablet_defect,primary_defect,packaging_format,dosage_form,days_to_resolution,recall_year,severity_score,estimated_cost_impact,risk_score,risk_level
Terminated,South San Francisco,CA,United States,Class III,{},Drugs,79175,"Genentech, Inc.",1 Dna Way,,94080-4990,Voluntary: Firm initiated,Letter,Distributed throughout the United States,D-0416-2018,"Klonopin (clonazepam) 0.5 mg Tablets,100-count bottle, Rx only. Made in Canada, Distributed by Genentech USA, Inc. A Member of the Roach Group, 1 DNA Way South San Francisco, CA 94080-4990. NDC 0004-0068-01","3,192 bottles","Labeling: Not Elsewhere Classified: Schedule IV controlled substance indicator of CIV being omitted  from the product carton, primary label is correct.",2018-02-05,2018-02-13,2018-09-06,20180221,"Lot # 3141989, EXP 08/31/2019",,III,3192.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,bottles,tablets,213.0,2018,1,21680,5,Low
Terminated,Durham,NC,United States,Class I,{},Drugs,91228,"Accord Healthcare, Inc.",1009 Slater Rd Ste 210B,N/A,27703-8446,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0131-2023,"Daptomycin for Injection 350 mg/vial 1 Single-dose vial, Rx only, Manufactured for: Accord Healthcare, Inc., Durham, NC 27703 Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213, India. NDC 16729-0434-05",Unknown,Labeling mixup: cartons labeled as Daptomycin 350 mg/vial were found to contain vials of Daptomycin 500 mg per vial,2022-11-29,2023-01-13,2024-02-22,20230125,Lot: R2200232 Exp. 01/2025,,I,,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,vials,injections,450.0,2022,10,2000000,14,High
Terminated,Grand Island,NY,United States,Class I,"{'application_number': ['ANDA088912'], 'brand_name': ['SODIUM CHLORIDE'], 'generic_name': ['SODIUM CHLORIDE'], 'manufacturer_name': ['Fresenius Kabi USA, LLC'], 'product_ndc': ['63323-186'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['SODIUM CHLORIDE'], 'rxcui': ['1807632', '1807636', '1807637', '1807638'], 'spl_id': ['75c567e3-582b-4fff-9a72-f326f1d13c8f'], 'spl_set_id': ['f62481fd-fcdb-4be6-ac13-29c590e925c3'], 'package_ndc': ['63323-186-04', '63323-186-02', '63323-186-01', '63323-186-10', '63323-186-03', '63323-186-20'], 'is_original_packager': [True], 'upc': ['0363323186036'], 'unii': ['451W47IQ8X']}",Drugs,81570,"Fresenius Kabi USA, LLC",3159 Staley Rd,N/A,14072-2028,Voluntary: Firm initiated,Letter,Distributed Nationwide in the USA and Puerto RIco,D-0298-2019,"SODIUM CHLORIDE INJECTION, USP, 0.9%, 10 mL Single Dose Vial, packaged in a 25-unit tray, Rx Only, APP Pharmaceuticals, LLC Schaumburg, IL 60173. NDC 63323-186-10 Product code 918610","23,745,300 10 mL vials",Labeling Not Elsewhere Classified: Fresenius Kabi is taking this action due to an incorrect statement on the product insert for product codes 918610 and 918620 indicating that the stoppers do not contain natural rubber latex.  The tray label for these two product codes and the vial label for product code 918620 also incorrectly state that the stoppers do not contain latex.  The above listed product codes and batches being recalled have stoppers containing natural rubber latex.,2018-11-15,2018-12-14,2023-05-01,20181212,Lot#         EXP date:  6013112 11/2018  6013113 11/2018  6013114 11/2018  6013180 11/2018  6013181 11/2018  6013182 11/2018  6013237 01/2019  6013238 01/2019  6013239 01/2019  6013468 02/2019  6013512 02/2019  6013513 02/2019  6013551 02/2019  6013552 02/2019  6013553 02/2019  6013607 02/2019  6013608 02/2019  6013610 02/2019  6013627 03/2019  6013678 03/2019  6013679 03/2019  6013822 03/2019  6013823 03/2019  6013824 03/2019  6013924 04/2019  6013925 04/2019  6013926 04/2019  6014003 05/2019  6014004 05/2019  6014005 05/2019  6014260 05/2019  6014301 05/2019  6014302 05/2019  6014303 06/2019  6014304 06/2019  6014305 06/2019  6014306 06/2019  6014307 06/2019  6014384 06/2019  6014404 06/2019  6014405 06/2019  6014453 06/2019  6014454 06/2019  6014455 06/2019  6014479 06/2019  6014557 07/2019  6014558 07/2019  6014606 07/2019  6014649 08/2019  6014650 08/2019  6014704 08/2019  6014766 08/2019  6014767 08/2019  6014768 08/2019  6014841 08/2019  6014842 08/2019  6014843 08/2019  6014861 08/2019  6014862 08/2019  6014863 08/2019  6015049 09/2019  6015050 09/2019  6015088 09/2019  6015118 10/2019  6015127 10/2019  6015128 10/2019  6015186 10/2019  6015187 10/2019  6015188 10/2019  6015233 10/2019  6015234 10/2019  6015235 10/2019  6015285 11/2019  6015286 11/2019  6015287 11/2019  6015408 11/2019  6015409 11/2019  6015410 11/2019  6015452 11/2019  6015453 11/2019  6015454 11/2019  6015572 11/2019  6015573 12/2019  6015574 12/2019  6015616 12/2019  6015617 12/2019  6015618 12/2019  6015922 01/2020  6015923 01/2020  6015924 01/2020  6016002 02/2020  6016003 02/2020  6016004 02/2020  6016077 02/2020  6016104 02/2020  6016208 02/2020  6016209 02/2020  6016210 02/2020  6016258 02/2020  6016259 02/2020  6016260 02/2020  6016261 02/2020  6016262 03/2020  6016263 03/2020  6016264 03/2020  6016323 03/2020  6016324 03/2020  6016325 03/2020  6016383 03/2020  6016384 03/2020  6016385 03/2020  6016386 03/2020  6016387 03/2020  6016388 03/2020  6016389 03/2020  6016584 04/2020  6016585 04/2020  6016621 04/2020  6016622 04/2020  6016623 04/2020  6016765 05/2020  6016766 05/2020  6016767 05/2020  6016768 05/2020  6016769 05/2020  6016875 06/2020  6016876 06/2020  6016877 06/2020  6016878 06/2020  6016879 06/2020  6017288 06/2020  6017289 06/2020  6017290 06/2020  6017291 06/2020  6017382 07/2020  6017425 07/2020  6017426 07/2020  6017427 07/2020  6017428 07/2020  6017429 07/2020  6017470 07/2020  6017471 07/2020  6017472 07/2020  6017473 07/2020  6017474 07/2020  6017675 08/2020  6017725 08/2020  6017726 08/2020  6013062 11/2018  6014162 05/2019  6014163 05/2019  6014164 05/2019  6014377 06/2019  6014378 06/2019  6014379 06/2019  6016005 02/2020  6016071 02/2020  6016072 02/2020  6016073 02/2020  6017383 07/2020  6017384 07/2020  6017422 07/2020  6017423 07/2020  6017424 07/2020    non US  6013112 11/2018  6013113 11/2018  6013114 11/2018  6013180 11/2018  6013181 11/2018  6013182 11/2018  6013237 01/2019  6013238 01/2019  6013239 01/2019  6013468 02/2019  6013512 02/2019  6013513 02/2019  6013551 02/2019  6013552 02/2019  6013553 02/2019  6013607 02/2019  6013608 02/2019  6013610 02/2019  6013627 03/2019  6013678 03/2019  6013679 03/2019  6013822 03/2019  6013823 03/2019  6013824 03/2019  6013924 04/2019  6013925 04/2019  6013926 04/2019  6014003 05/2019  6014004 05/2019  6014005 05/2019  6014260 05/2019  6014301 05/2019  6014302 05/2019  6014303 06/2019  6014304 06/2019  6014305 06/2019  6014306 06/2019  6014307 06/2019  6014384 06/2019  6014404 06/2019  6014405 06/2019  6014453 06/2019  6014454 06/2019  6014455 06/2019  6014479 06/2019  6014557 07/2019  6014558 07/2019  6014606 07/2019  6014649 08/2019  6014650 08/2019  6014704 08/2019  6014766 08/2019  6014767 08/2019  6014768 08/2019  6014841 08/2019  6014842 08/2019  6014843 08/2019  6014861 08/2019  6014862 08/2019  6014863 08/2019  6015049 09/2019  6015050 09/2019  6015088 09/2019  6016209 02/2020  6016210 02/2020  6016258 02/2020  6016259 02/2020  6016260 02/2020  6016261 02/2020  6016262 03/2020  6016263 03/2020  6016264 03/2020  6016323 03/2020  6016324 03/2020  6016325 03/2020  6016383 03/2020  6016384 03/2020  6016385 03/2020  6016386 03/2020  6016387 03/2020  6016388 03/2020  6016389 03/2020  6016584 04/2020  6016585 04/2020  6016621 04/2020  6016622 04/2020  6016623 04/2020  6016765 05/2020  6016766 05/2020  6016767 05/2020  6016768 05/2020  6016769 05/2020  6016875 06/2020  6016876 06/2020  6016877 06/2020  6016878 06/2020  6016879 06/2020  6017288 06/2020  6017289 06/2020  6017290 06/2020  6017291 06/2020  6017382 07/2020  6017425 07/2020  6017426 07/2020  6017427 07/2020  6017428 07/2020  6017429 07/2020  6017470 07/2020  6017471 07/2020  6017472 07/2020  6017473 07/2020  6017474 07/2020  6017675 08/2020  6017726 08/2020,,I,23745300.0,True,False,False,False,False,True,False,False,False,True,True,False,False,cross_contamination,vials,injections,1628.0,2018,10,3458525,23,Critical
Terminated,Libertyville,IL,United States,Class I,"{'application_number': ['M013'], 'brand_name': ['ACETAMINOPHEN'], 'generic_name': ['ACETAMINOPHEN'], 'manufacturer_name': ['A-S Medication Solutions'], 'product_ndc': ['50090-5350'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['ORAL'], 'substance_name': ['ACETAMINOPHEN'], 'rxcui': ['198440'], 'spl_id': ['987708d0-122e-47da-8591-0a0ea7979aad'], 'spl_set_id': ['c4f0f591-8501-4c6d-bf8e-ca3068ff65b5'], 'package_ndc': ['50090-5350-0', '50090-5350-1'], 'original_packager_product_ndc': ['0904-6730'], 'unii': ['362O9ITL9D']}",Drugs,87436,A-S Medication Solutions LLC.,2401 Commerce Dr,N/A,60048-4464,Voluntary: Firm initiated,N/A,Nationwide in the USA,D-0358-2021,"Acetaminophen, Extra Strength, Aspirin Free, 500 MG Tablets, 100-count bottles, Mfr: Major Pharmaceuticals, Livonia, MI 48152; Packaged Exclusively By: A-S Medication Solutions LLC, Libertyville, IL 60048, Product # 6967-0;  NDC: 50090-5350-0; contained within Health Essentials Kit, Kit Contains: 1 bottle hand sanitzer, 1 reusable face mask, 1 bottle Acetaminophen 500 mg, 1 bag cough drops, 1 digital thermometer, 50 disposable gloves.","201,600 kits","Labeling: Label Mix-up; The bottle of over-the-counter Acetaminophen 500mg Extra Strength, 100 count, included in Health Essential Kits, labeled incorrectly with a prescription drug label instead of an OTC drug label.",2021-03-02,2021-04-30,2025-04-23,20210512,"Lots 323206, 323207, 323208, 335353, 335354, 335355, 335356, 335358, 335359,335360, 335361, 335362, 335395, 352116, Expiry 7/31/2022; 323209, 323210, 323211, 323212, 323213, 323214, 323215, 323216, 323218, 323219, 323220, 323222, 323223, 323224, 323238, 335363, 335364, 335365, 335366, 335367, 335368, 335369, 335370, 335371, 335372, 335373, 335374, 335375, 335376, 335377, Expiry 8/31/2022",,I,201600.0,True,False,False,False,False,False,True,False,False,False,True,False,False,cross_contamination,bottles,solutions,1513.0,2021,10,2768163,14,High
Terminated,Irvine,CA,United States,Class II,"{'application_number': ['NDA019635'], 'brand_name': ['SODIUM CHLORIDE'], 'generic_name': ['SODIUM CHLORIDE'], 'manufacturer_name': ['B. Braun Medical Inc.'], 'product_ndc': ['0264-7800', '0264-7802'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['SODIUM CHLORIDE'], 'rxcui': ['1807551', '1807552', '1807633', '1807634', '1807639'], 'spl_id': ['9fa9f6b4-63b5-4632-8104-37c3dd1ee8fa'], 'spl_set_id': ['7f22c06b-6b4d-4b49-a4b2-d2169f2bd653'], 'package_ndc': ['0264-7800-00', '0264-7800-10', '0264-7800-20', '0264-7802-00', '0264-7802-10'], 'is_original_packager': [True], 'unii': ['451W47IQ8X']}",Drugs,67095,B. Braun Medical Inc,2525 McGaw Ave,,92614-5841,Voluntary: Firm initiated,Letter,Nationwide in the US and Puerto Rico.,D-407-2014,"0.45% Sodium Chloride Injection USP, 1000 mL. Rx only, Manufactured by B. Braun Medical Inc, 2525 McGaw Ave,  Irvine, CA 92614.  NDC 0264-7802-00.","19,572 bags",Labeling: Wrong Bar Code; Bar code scans as 0.15% Potassium Chloride in 0.9% Sodium Chloride (20 mEq K/liter).,2013-11-27,2014-01-10,2014-11-01,20140122,"Lot No. J3D548, expiry: Oct, 2015",,II,19572.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,unknown,injections,339.0,2013,5,243054,9,Medium
Terminated,Dallas,TX,United States,Class II,{},Drugs,84527,"MPRX, Inc. dba Medical Park Pharmacy",8230 Elmbrook Dr Ste 600b,N/A,75247-4144,Voluntary: Firm initiated,Letter,TX,D-0807-2020,Liothyronine (T3) 80 mcg SR cap,5 bottles,Labeling: Incorrect or missing lot and/or expiration date. Products were compounded using expired components.,2019-12-18,2020-01-29,2022-12-13,20200205,Lot: 61253:42 Use by: 04/01/2020,,II,5.0,True,False,False,False,False,False,False,False,True,False,True,False,False,cross_contamination,unknown,capsules,1091.0,2019,5,123299,9,Medium
Terminated,Bridgewater,NJ,United States,Class III,{},Drugs,78232,Sanofi-Aventis U.S. LLC,55 Corporate Dr,N/A,08807-1265,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0056-2018,"Clofarabine injection, 20 mg/20 mL, 20 mL Single-Use Vial, Rx only, Mfd by: Teva Pharmachemle, Swensweg 5, Haarlem, The Netherlands; Mfd for: Winthrop U.S., a business of sanofi-aventis U.S. LLC, Bridgewater, NJ 08807; NDC 0955-1746-01.",422 vials,Labeling: Incorrect or Missing Package Insert: authorized generic product was packaged with the incorrect insert for the brand name product Clolar (clofarabine) injection.,2017-10-13,2017-10-30,2020-05-13,20171108,"Lot #: K5006Y02, Exp 31AUG18",,III,422.0,True,False,False,False,False,False,False,False,False,True,True,False,False,cross_contamination,vials,injections,943.0,2017,1,18751,5,Low
Ongoing,Naples,FL,United States,Class II,"{'application_number': ['ANDA078466'], 'brand_name': ['AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE'], 'generic_name': ['AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE'], 'manufacturer_name': ['Lupin Pharmaceuticals, Inc.'], 'product_ndc': ['68180-459', '68180-755', '68180-756', '68180-472', '68180-463', '68180-473', '68180-759', '68180-760', '68180-757', '68180-758'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['AMLODIPINE BESYLATE', 'BENAZEPRIL HYDROCHLORIDE'], 'rxcui': ['898342', '898346', '898350', '898353', '898356', '898359'], 'spl_id': ['aada4cd5-cadb-42a9-8b24-fcac5018df9e'], 'spl_set_id': ['968c611b-43a7-40f0-9ed3-aa67ee88364b'], 'package_ndc': ['68180-755-01', '68180-755-02', '68180-755-03', '68180-756-01', '68180-756-02', '68180-756-03', '68180-459-01', '68180-459-02', '68180-459-03', '68180-472-01', '68180-472-02', '68180-472-03', '68180-463-01', '68180-463-02', '68180-463-03', '68180-473-01', '68180-473-02', '68180-473-03', '68180-759-01', '68180-759-02', '68180-759-03', '68180-760-01', '68180-760-02', '68180-760-03', '68180-757-01', '68180-757-02', '68180-757-03', '68180-758-01', '68180-758-02', '68180-758-03'], 'is_original_packager': [True], 'upc': ['0368180755012'], 'unii': ['864V2Q084H', 'N1SN99T69T']}",Drugs,97182,Lupin Pharmaceuticals Inc.,5801 Pelican Bay Blvd,Suite 500,34108-2755,Voluntary: Firm initiated,Letter,Nationwide in the US,D-0542-2025,"Amlodipine and Benazepril HCl Capsules USP 2.5 mg/10 mg, 100 Capsules bottle, Rx Only, Manufactured for: Lupin Pharmaceuticals, Inc., Naples, FL, 34108, United States, Manufactured by: Lupin Limited, Goa 103 722, INDIA, NDC 68180-755-01.",7668 bottles,Labeling: Incorrect or Missing Lot and/or Exp Date: released with wrong expiry date as Feb.2027 instead of Jan.2027,2025-07-02,2025-07-28,,20250806,"Lot GB01616, expiration 2/28/2027",,II,7668.0,True,False,False,False,False,False,False,False,True,False,False,False,False,labeling_error,bottles,capsules,,2025,5,229489,9,Medium
Completed,Asbury Park,NJ,United States,Class II,{},Drugs,68158,Flawless Beauty LLC,1215 Main St,,07712-5940,Voluntary: Firm initiated,Press Release,Nationwide,D-1320-2014,"Vitamin C (ascorbic acid) Injection, USP, 500 mg per 2 mL, 50 x 2 mL ampoules per box, Manufactured by: TP Drug Laboratories (1969) Co., Ltd., 98 Soi Sukhumvlt 62, Yak 1, Bangchak, Prakanong, Bangkok 10260, Thailand, Reg. No. 1 A 1557/30; UPC 8 853533 000533",unknown,Marketed Without An Approved NDA/ANDA: Parenteral product is sold over the counter whose labeling indicates it is to be used for the treatment of disease.,2014-04-29,2014-05-13,,20140521,"Lot #: 556273, Exp 9/25/16; 556219, Exp 8/2/16, or any other lot distributed by Flawless Beauty.",,II,,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,ampoules,injections,,2014,5,200000,9,Medium
Terminated,El Paso,TX,United States,Class II,{},Drugs,64583,"CareFusion 213, LLC",1550 Northwestern Drive,,79912-8000,Voluntary: Firm initiated,Letter,"Nationwide, Puerto Rico, Virgin Islands, Malaysia, and United Kingdom",D-227-2013,"Blood Culture Prep Kit II containing 1 FREPP (70% isopropyl alcohol), Net 1.1 mL and 1 SEPP (iodine tincture 2% USP), Net 0.67 mL per kit, packaged in 20-count kits per carton, Cat. No 260307, NDC 54365-200-99, CareFusion, Leawood, KS  66211.","929,000 kits",Labeling: Not Elsewhere Classified: This product is misbranded because the product is not sterile and the labeling is misleading in relation to sterility claims.,2013-03-04,2013-03-28,2014-05-12,20130403,All lots with expiry between 12/11 to 10/15.,,II,929000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,sterility_breach,unknown,unknown,434.0,2013,5,298933,19,Critical
Terminated,Phoenix,AZ,United States,Class II,{},Drugs,82102,"Avella of Deer Valley, Inc. Store 38",24416 N 19th Ave,N/A,85085-1887,Voluntary: Firm initiated,Letter,"Distribution to 13 states: Alabama, Arizona, California, Colorado, Florida, Idaho, Michigan, Minnesota, North Carolina, New Jersey, Oregon, Pennsylvania, Texas.",D-0999-2019,"MAGnesium 2gm sulfate, added to D5W 50 mL, Volume: 54 mL, Sterile single use bag,  Compounded by Avella Specialty Pharmacy 24416 N 19th Avenue, Phoenix, AZ 85085 (877) 794-0404, NDC 42852-902-05.","4,950 54 mL bags","Labeling: Incorrect or Missing Lot and/or Exp Date:The product labels contain a Two-Dimensional ( 2D ) barcode that, when scanned, reveals information specific to the batch of the labeled product, including Expiration Date.  The expiration date included within these 2D barcodes is incorrect and does not match the correct expiration date listed on the face of the label itself.",2019-02-08,2019-03-12,2020-02-25,20190220,"138-20182509@110, 138-20182509@111; 138-20182509@112, BUD 12/24/2018; 138-20180210@76, 138-20180210@86, BUD 12/31/2018; 138-20180410@66, BUD 1/2/2019; 138-20183110@43,  138-20183110@44, BUD 1/29/2019; 138-20180111@84, 138-20180111@85, BUD 1/30/2019; 138-20180611@36, 138-20180611@39, 138-20180611@52, 138-20180611@60, BUD 2/4/2019; 138-20181911@125; 138-20181911@126, BUD 2/17/2019; 138-20182011@56, BUD 2/18/2019.",,II,4950.0,True,False,False,False,False,False,False,False,True,False,True,False,False,cross_contamination,unknown,unknown,382.0,2019,5,223153,9,Medium
Terminated,Lincoln,NE,United States,Class III,{},Drugs,64533,Novartis Consumer Health,10401 Hwy 6,N/A,68517-9626,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide and Panama,D-207-2013,"Myoflex (trolamine salicylate) 10%, Pain Relieving Cream, a) 2-oz tube, b) 4-oz. tube, OTC. The firm name on the label is Novartis Consumer Health, Inc., Parsippany, NJ 07054.","240,120/2-oz. tubes and  429,144/4-oz. tubes",Labeling: Incorrect or Missing Lot and/or Exp Date. The lot number and/or expiration date may be illegible.,2013-03-07,2013-03-21,2014-11-26,20130327,"Lot #: a) 10086783, 10088745, 10088746, 10090537, 10093867, 10093868, 10098162, 10098541, 10098542, 10102311, 10109145, 10109146, 10120111, 10122759, and 10122760, Exp 3/13 to 9/14; b) 10086785, 10088747, 10088748, 10090538, 10093869, 10093870, 10098160, 10098161, 10098540, 10099841, 10104146, 10109143, 10109144, 10111501, 10115614, 10120112, 10121759, 10122698, 10122757, and 10122758, Exp 3/13 to 10/14.",,III,240120.0,True,False,False,False,False,False,False,False,True,False,False,False,False,labeling_error,tubes,creams,629.0,2013,1,27934,5,Low
Terminated,Parsippany,NJ,United States,Class II,"{'application_number': ['M012'], 'brand_name': ['MUCINEX FAST-MAX DM MAX AND MUCINEX NIGHTTIME COLD AND FLU'], 'generic_name': ['ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND TRIPROLIDINE HYDROCHLORIDE'], 'manufacturer_name': ['RB Health (US) LLC'], 'product_ndc': ['72854-165'], 'product_type': ['HUMAN OTC DRUG'], 'rxcui': ['1020138', '2173667', '2287760'], 'spl_id': ['3ba2cc08-acae-79a8-e063-6394a90af17f'], 'spl_set_id': ['3ba2cc08-acad-79a8-e063-6394a90af17f'], 'package_ndc': ['72854-165-26', '63824-503-66', '63824-019-66'], 'is_original_packager': [True], 'upc': ['0363824014777']}",Drugs,71013,Reckitt Benckiser LLC,399 Interpace Pkwy,N/A,07054-1133,Voluntary: Firm initiated,Letter,Nationwide,D-1369-2015,"Mucinex Fast Max DM Max, Maximum Strength, Dextromethorphan HBr Cough Suppressant, 6 fl oz (180 mL) Bottle, For Ages 12+, Dist. By: Reckitt Benckiser Parsippany, NJ 07054-0224 Made in India, NDC 63824-019-66, UPC 63824-01966-9, UPC 63824-52622-5","416,220 Bottles","Labeling: Label Mix-Up; Bottles of Mucinex Fast-Max liquid are correctly labeled on the front of the label, however the back of the bottle where the Drug Facts labeling is, is missing certain Active Ingredients such as acetaminophen, phenylephrine, dextromethorphan, diphenhydramine, and/or guaifenesin. As a result certain safety warnings associated with those ingredients may also be missing.",2015-04-15,2015-08-25,2018-03-09,20150902,Lot # :           Exp:  AA189         1/31/2017  MDM0036   9/30/2016  MDM0039   11/30/2016  MDM0042   11/30/2016  MDM0043   11/30/2016  MDM0044   11/30/2016  MDM0045   11/30/2016  MDM0046   11/30/2016  MDM0047   11/30/2016  MDM0048   11/30/2016  MDM0049    12/31/2016  MDM0050    12/31/2016  MDM0052    12/31/2016  MDM0053    12/31/2016,,II,416220.0,True,False,False,False,False,False,True,False,False,False,True,False,False,cross_contamination,bottles,unknown,1059.0,2015,5,287310,9,Medium
Ongoing,Fairfield,NJ,United States,Class III,{},Drugs,95944,"Akron Pharma, Inc.",373 Us Highway 46 Ste 117,,07004-2456,Voluntary: Firm initiated,Letter,Nationwide in the US,D-0196-2025,"Acetaminophen Extra Strength 500 mg, 1000 Tablets per bottle, Akron Pharma, Manufactured for:  Akron Pharma Inc., 373 US RT 46 W Building E, Suite 117, Fairfield, NJ 07034, NDC 71399-8022-02",1232 bottles,Labeling: Not Elsewhere Classified: Tablets/Capsules imprinted with wrong ID.,2024-12-12,2025-01-10,,20250122,"Lot #s: KDT0224001B, Exp 08/31/2026; KDT0224002B, Exp 09/30/2026.",,III,1232.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,bottles,tablets,,2024,1,20302,5,Low
Terminated,Lewis Center,OH,United States,Class II,{},Drugs,64611,Shamrock Medical Solutions Group LLC,741 Radio Dr,,43035-7134,Voluntary: Firm initiated,Telephone,"Product was shipped to the following states: CO, MA, OH, TX & WY.",D-1449-2014,"Pramipexole Dihydrochloride Tablets, 0.5 mg, Rx, packaged and labeled to contain Nebivolol tablets, Repackaged By: Shamrock Medical Solutions Lewis Center, Ohio, Mfg: Northstar Rx, Memphis, TN   NDC 16714-586-01",99/500 mg tablets,Labeling: Label Mix up; product labeled to contain Nebivolol tablets actually contained Pramipexole Dihydrochloride tablets,2011-09-27,2014-07-23,2014-07-31,20140730,"Use by 12/14/2012, Lot# 002B90, NDC 16714-586-01",,II,99.0,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,unknown,solutions,1038.0,2011,5,166521,9,Medium
Terminated,Hayward,CA,United States,Class III,{},Drugs,73551,"Impax Laboratories, Inc.",31153 San Antonio Street,N/A,94544,Voluntary: Firm initiated,Letter,Nationwide,D-0821-2016,"Fenofibrate Capsules (Micronized) 200 mg, 500-count bottle, Rx Only, Distributed by Impax Generics, Hayward, CA 94544, NDC 0115-0533-02","42,239 HDPE bottles ( 21,119,500 capsules)",Labeling: Incorrect or Missing Lot and/or Exp. Date,2016-03-17,2016-04-14,2016-10-27,20160420,"Lot # 10008320; Exp. 05/16     Lot # 10008744, 10008974; Exp. 11/16   Lot # 10009342; Exp. 03/17    Lot # 10010202; Exp. 09/17     Lot # 20001416A; Exp. 10/17  Lot # 20001557A; Exp. 01/18   Lot # 20001675A; Exp. 03/18   Lot # 20001831A; Exp. 06/18",,III,42239.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,bottles,capsules,224.0,2016,1,25419,5,Low
Terminated,Princeton,NJ,United States,Class III,"{'application_number': ['ANDA202719'], 'brand_name': ['BIMATOPROST'], 'generic_name': ['BIMATOPROST'], 'manufacturer_name': ['Sandoz Inc'], 'product_ndc': ['0781-6206'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['OPHTHALMIC'], 'substance_name': ['BIMATOPROST'], 'rxcui': ['1041495'], 'spl_id': ['4bc9d5b3-468b-48d7-b0dd-5b0498d01bce'], 'spl_set_id': ['27bef7e1-750a-4ac1-ab5f-e4c0121ffcbc'], 'package_ndc': ['0781-6206-75', '0781-6206-93'], 'is_original_packager': [True], 'nui': ['N0000175454', 'M0017805'], 'pharm_class_epc': ['Prostaglandin Analog [EPC]'], 'pharm_class_cs': ['Prostaglandins [CS]'], 'unii': ['QXS94885MZ']}",Drugs,84082,Sandoz Inc,100 College Rd W,,08540-6604,Voluntary: Firm initiated,Letter,Nationwide in the U.S.,D-0161-2020,"Bimatoprost Ophthalmic Solution 0.03%, Rx Only, For Topical Application to the Upper Eyelid, Sterile, a) 3 mL bottle NDC 0781-6206-93, b) 5 mL bottle NDC 0781-6206-75, Manufactured by Alcon Laboratories, Inc. Fort Worth, Texas 76134 for Sandoz Inc., Princeton, NJ 08540, Product of Argentina.","346,929 bottles",Labeling: Incorrect or missing package insert.,2019-10-17,2019-10-28,2022-01-19,20191106,"Lot #s: a) 290635FA, 290635FB, Exp. 11/30/2019; 293230F, Exp. 6/30/2020; 294628F, 301337F, Exp. 11/30/2020; 304451FA, Exp. 1/31/2021.    b) 290636FA, 290636FB, 290636FC, Exp. 11/30/2019; 293233FA, 293233FB, Exp. 5/31/2020; 293234FA, 293234FB, Exp. 6/30/2020; 294630F, 301338FA, 301338FB, 309426F, Exp. 11/30/2020; 304455FA, 304455FB Exp. 2/28/2021; 304883F, Exp. 4/30/2021; 312790F, Exp. 5/31/2021.",,III,346929.0,True,False,False,False,False,False,False,False,False,True,False,False,False,labeling_error,bottles,solutions,825.0,2019,1,28467,5,Low
Terminated,Tarrytown,NY,United States,Class II,{},Drugs,71319,"Medtech Products, Inc.",660 White Plains Rd,N/A,10591-5139,Voluntary: Firm initiated,Letter,Nationwide and Puerto Rico,D-1113-2015,"SUCRETS Sore Throat & Cough Vapor Cherry lozenges, 18-count tin, Dist. By: Insight Pharmaceuticals, LLC, Trevose, PA  19053-8433","107,832 tins","Labeling: Label Mix-Up: An incorrect book label for Sucrets Sore Throat, Cough & Dry Mouth Honey Lemon lozenges was applied to the underside of the Sucrets Sore Throat & Cough Vapor Cherry lozenges tin.",2015-05-21,2015-06-01,2018-06-06,20150610,"Lot #: 42451, Exp 09/17",,II,107832.0,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,unknown,unknown,1112.0,2015,5,267758,9,Medium
